,UTC time,carbon_intensity,carbon_from_src_forecasts,avg_wind_production_forecast,avg_solar_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_other_production_forecast,avg_nuclear_production_forecast,avg_coal_production_forecast,avg_oil_production_forecast
13,2021-07-01 13:00:00,279.93,283.5,284.51538,124.92875,322.00305,9879.5,712.90356,3272.9973,121.46604,122.93289
14,2021-07-01 14:00:00,283.27,288.62,251.93317,180.80528,311.2097,10766.771,710.048,3277.142,132.5141,157.60399
15,2021-07-01 15:00:00,285.75,291.9,229.29448,209.1413,296.1775,11253.47,709.3465,3263.4385,140.66148,188.09905
16,2021-07-01 16:00:00,289.1,295.14,208.98537,219.3408,361.56104,12153.579,711.0713,3274.6653,147.81415,199.43184
17,2021-07-01 17:00:00,290.78,297.14,188.86485,220.78693,451.48907,12833.7,708.3873,3261.5107,151.9966,208.88175
18,2021-07-01 18:00:00,292.25,296.78,159.77823,212.2224,643.5343,13375.957,709.56714,3266.9993,155.08614,204.15826
19,2021-07-01 19:00:00,292.63,292.45,146.6403,204.20734,900.76666,13173.766,715.5247,3255.816,153.25155,199.64913
20,2021-07-01 20:00:00,292.79,290.41,138.07878,190.82942,1134.8807,13470.656,712.49005,3250.4412,152.71513,194.4963
21,2021-07-01 21:00:00,291.5,288.69,133.81825,156.41888,1286.6218,13535.667,709.98584,3256.3591,147.8848,185.46085
22,2021-07-01 22:00:00,289.41,289.14,134.8262,93.646095,1282.1826,13406.4375,708.7143,3239.2488,140.50627,176.13643
23,2021-07-01 23:00:00,287.26,291.45,145.56035,48.20434,1071.383,13215.434,705.8645,3258.841,133.03969,157.13846
24,2021-07-02 00:00:00,281.53,292.24,108.883354,3.0558872,446.52515,11182.494,717.5679,3251.6091,86.35434,5.23515
25,2021-07-02 01:00:00,282.47,288.23,149.38528,4.11908,400.67017,10498.332,715.0889,3270.4504,80.91153,6.11019
26,2021-07-02 02:00:00,280.29,284.6,183.15608,6.36292,333.20782,9756.04,717.0164,3258.5735,71.84797,5.48556
27,2021-07-02 03:00:00,267.44,278.59,212.5811,4.456193,257.14996,8686.932,713.4884,3257.3406,69.61283,3.4619
28,2021-07-02 04:00:00,256.73,273.83,243.04666,10.65498,213.08894,8060.8647,706.571,3265.0679,68.48365,4.05491
29,2021-07-02 05:00:00,246.88,265.82,272.14862,1.8480655,180.23012,7076.455,707.2899,3273.2283,68.93874,5.82651
30,2021-07-02 06:00:00,241.35,261.73,301.25327,0.0,176.9278,6659.829,704.0585,3256.6008,68.90102,10.38233
31,2021-07-02 07:00:00,238.74,254.13,328.61978,0.0,189.74104,6009.996,705.82416,3257.0854,69.42248,9.4142
32,2021-07-02 08:00:00,237.57,254.7,342.94812,1.8056487,212.86615,6164.7153,700.95557,3272.2107,77.34294,7.07724
33,2021-07-02 09:00:00,235.43,253.05,348.92422,2.1143985,213.25691,5994.9185,705.41156,3277.3435,84.21246,8.2472
34,2021-07-02 10:00:00,238.43,258.68,355.93927,0.0,213.9867,6441.3037,702.29083,3240.2498,90.04915,8.54605
35,2021-07-02 11:00:00,247.81,260.75,361.7798,8.565659,258.1044,6794.2837,699.5038,3251.288,97.20244,7.38137
36,2021-07-02 12:00:00,250.94,264.92,364.7109,21.44249,336.51974,7503.8877,698.9869,3275.901,107.01084,7.37941
37,2021-07-02 13:00:00,252.0,265.85,358.71497,40.34447,411.26776,7797.432,697.9005,3269.5823,111.79935,10.67069
38,2021-07-02 14:00:00,258.56,272.26,343.52737,62.258404,425.88702,8653.699,694.261,3273.7378,122.64436,14.03099
39,2021-07-02 15:00:00,261.45,276.79,338.62262,81.2819,389.82135,9178.138,693.1811,3260.053,129.43307,13.1532
40,2021-07-02 16:00:00,267.84,281.09,336.70422,91.9434,369.15353,9812.588,696.87573,3271.2815,135.7317,11.65415
41,2021-07-02 17:00:00,267.85,285.15,323.9667,90.384575,356.55136,10374.675,693.79834,3258.1384,138.98637,12.02283
42,2021-07-02 18:00:00,266.44,286.75,311.5694,91.43559,391.6061,10740.482,695.60205,3263.6235,142.51963,13.61073
43,2021-07-02 19:00:00,263.48,286.2,304.1741,80.80795,437.53232,10694.475,700.1146,3252.4644,139.78595,13.46552
44,2021-07-02 20:00:00,261.78,287.57,299.83997,73.327415,479.25705,11047.972,697.19696,3247.1023,140.14818,13.1373
45,2021-07-02 21:00:00,260.13,286.86,302.39233,54.89867,552.7725,11157.74,695.23883,3253.013,136.60293,13.78029
46,2021-07-02 22:00:00,259.0,285.73,308.67575,35.11078,639.8288,11174.175,694.5864,3235.934,129.50178,14.07615
47,2021-07-02 23:00:00,254.61,283.51,317.78906,13.157937,687.9759,10985.653,691.17596,3255.4976,122.70624,14.33179
48,2021-07-03 00:00:00,246.55,266.63,334.6286,14.47503,531.2018,8489.542,716.7938,3246.647,1.99417,5.23515
49,2021-07-03 01:00:00,247.62,262.46,357.73352,6.674195,466.28925,7901.584,714.4029,3265.366,2.45307,6.11019
50,2021-07-03 02:00:00,240.72,257.76,361.68683,3.3863916,386.71744,7153.313,716.3476,3253.5295,2.81512,5.48556
51,2021-07-03 03:00:00,226.99,250.94,367.4193,2.054315,309.78873,6326.726,712.805,3252.2947,3.56024,3.4619
52,2021-07-03 04:00:00,215.1,246.95,363.4924,5.738355,270.97974,5922.0933,705.82574,3260.0159,4.36328,4.05491
53,2021-07-03 05:00:00,207.91,237.91,370.31854,2.403207,248.09807,5172.323,706.57623,3268.1821,5.39589,5.82651
54,2021-07-03 06:00:00,198.28,236.08,374.2481,2.438333,251.87273,5023.484,703.3787,3251.59,6.05347,10.38233
55,2021-07-03 07:00:00,198.98,229.1,378.1109,2.4796195,262.19043,4563.991,705.11993,3252.0916,6.88448,9.4142
56,2021-07-03 08:00:00,201.05,229.86,374.0052,4.8517876,269.17795,4656.086,700.2776,3267.218,8.54851,7.07724
57,2021-07-03 09:00:00,198.59,228.97,362.52444,6.7543645,253.03215,4544.5513,704.72424,3272.3452,10.3289,8.2472
58,2021-07-03 10:00:00,200.95,237.67,358.88574,6.632991,251.51457,5073.689,701.6505,3235.3125,11.62123,8.54605
59,2021-07-03 11:00:00,197.87,240.34,347.83582,6.9500585,296.22046,5360.6216,698.8145,3246.3608,12.55279,7.38137
60,2021-07-03 12:00:00,201.39,244.61,345.04794,17.077465,377.11893,5920.9155,698.3465,3270.8918,12.78606,7.37941
61,2021-07-03 13:00:00,213.48,246.62,328.87222,26.978033,465.78937,6247.52,697.2362,3264.5588,12.09105,10.67069
62,2021-07-03 14:00:00,219.93,252.51,321.39102,36.444324,494.3921,6882.792,693.5657,3268.7693,12.06717,14.03099
63,2021-07-03 15:00:00,225.78,256.85,321.0822,50.679813,463.07767,7264.1357,692.44293,3255.118,12.51137,13.1532
64,2021-07-03 16:00:00,227.18,260.91,312.9135,55.477413,440.561,7668.6553,696.20056,3266.3586,12.70431,11.65415
65,2021-07-03 17:00:00,232.26,265.7,308.09018,50.521523,422.37006,8140.9277,693.14606,3253.2131,13.58257,12.02283
66,2021-07-03 18:00:00,234.42,268.22,285.67255,49.945423,432.45993,8430.338,694.9334,3258.7126,14.15273,13.61073
67,2021-07-03 19:00:00,230.73,269.81,281.55853,40.307995,425.74396,8543.054,699.4195,3247.5903,13.67858,13.46552
68,2021-07-03 20:00:00,230.82,273.14,274.89987,37.809822,430.99594,8980.726,696.5002,3242.262,14.10918,13.1373
69,2021-07-03 21:00:00,229.84,272.09,268.25354,24.19784,527.7115,9065.59,694.5382,3248.144,14.51683,13.78029
70,2021-07-03 22:00:00,222.64,269.7,264.71582,18.0559,676.37463,9068.479,693.96594,3231.1143,13.7955,14.07615
71,2021-07-03 23:00:00,220.66,266.28,273.53732,2.3468633,769.29755,8887.897,690.53564,3250.6477,13.98065,14.33179
72,2021-07-04 00:00:00,216.02,244.28,292.06705,7.5914836,673.82825,6455.1445,704.02057,3305.5056,0.0,5.23515
73,2021-07-04 01:00:00,229.43,241.95,297.81027,5.9045625,607.24054,6187.612,701.7328,3334.0457,0.0,6.11019
74,2021-07-04 02:00:00,224.65,236.16,283.84128,6.7715273,517.21094,5482.739,702.3091,3310.973,0.0,5.48556
75,2021-07-04 03:00:00,218.69,228.51,269.897,4.8406844,430.7428,4765.5967,699.71094,3309.3284,0.16804,3.4619
76,2021-07-04 04:00:00,208.58,222.37,257.93127,9.980301,385.51584,4320.873,695.1992,3321.9585,0.36865,4.05491
77,2021-07-04 05:00:00,199.01,211.08,243.5964,3.1916506,354.13425,3612.2805,696.06305,3327.7043,1.42747,5.82651
78,2021-07-04 06:00:00,191.38,208.25,231.9917,0.0,356.28903,3434.9082,690.83563,3312.733,2.55689,10.38233
79,2021-07-04 07:00:00,188.88,195.09,223.27924,0.0,363.95383,2817.8064,694.163,3310.9978,3.42058,9.4142
80,2021-07-04 08:00:00,187.36,188.75,207.11905,1.5674665,369.59338,2581.6653,689.05237,3333.1794,4.70149,7.07724
81,2021-07-04 09:00:00,184.96,192.91,189.01761,3.982945,350.51328,2703.4272,692.9483,3338.9375,6.48488,8.2472
82,2021-07-04 10:00:00,186.88,204.73,176.43158,1.9402913,345.555,3151.4885,688.0909,3293.8477,7.7063,8.54605
83,2021-07-04 11:00:00,183.11,211.43,167.54198,8.866396,388.0603,3550.4727,686.14667,3306.155,8.20161,7.38137
84,2021-07-04 12:00:00,182.68,220.77,164.56076,19.420717,468.82022,4238.2285,684.6172,3335.6902,7.70924,7.37941
85,2021-07-04 13:00:00,192.36,225.81,163.78828,34.203735,558.4215,4703.4824,683.8559,3329.7683,7.16965,10.67069
86,2021-07-04 14:00:00,199.4,233.3,162.33252,52.035675,591.7113,5312.4443,682.3512,3329.3674,5.71554,14.03099
87,2021-07-04 15:00:00,207.91,234.23,176.44151,69.19123,569.8656,5378.1543,681.17,3316.1191,6.05207,13.1532
88,2021-07-04 16:00:00,215.73,237.28,190.29497,78.02013,556.80566,5646.986,681.0562,3323.975,5.87611,11.65415
89,2021-07-04 17:00:00,219.03,243.17,199.6988,75.337875,544.7009,6096.3447,680.74554,3311.4712,6.81173,12.02283
90,2021-07-04 18:00:00,221.46,245.25,207.14848,76.15266,557.2465,6328.509,680.0768,3315.3616,6.4658,13.61073
91,2021-07-04 19:00:00,218.43,248.25,221.7225,64.45621,549.40717,6550.1333,687.6412,3303.7144,6.34081,13.46552
92,2021-07-04 20:00:00,216.31,252.59,232.9889,60.27087,545.6223,6981.093,684.48584,3299.499,5.76737,13.1373
93,2021-07-04 21:00:00,220.8,254.13,245.64325,43.838963,638.47876,7379.7847,680.9322,3315.1855,5.20895,13.78029
94,2021-07-04 22:00:00,212.93,253.21,262.2275,29.791052,794.49615,7565.84,681.52185,3287.23,4.66412,14.07615
95,2021-07-04 23:00:00,216.0,253.76,278.79398,10.058036,899.756,7904.9644,679.54205,3311.4973,5.1166,14.33179
96,2021-07-05 00:00:00,221.59,238.67,353.65814,12.191925,669.91,6045.9106,718.02106,3306.6487,0.0,5.23515
97,2021-07-05 01:00:00,226.62,237.48,361.2346,5.340022,561.09546,5809.6885,715.2782,3335.2092,0.0,6.11019
98,2021-07-05 02:00:00,234.06,230.63,346.53238,15.049795,511.3012,5151.0845,715.31775,3312.103,0.0,5.48556
99,2021-07-05 03:00:00,233.04,222.87,325.15836,7.256952,474.60025,4526.0186,712.7126,3310.4512,0.25524,3.4619
100,2021-07-05 04:00:00,224.28,216.12,305.73392,5.0720224,414.70703,4025.2168,709.39105,3323.0906,0.47134,4.05491
101,2021-07-05 05:00:00,210.95,205.86,281.2192,0.0,335.5658,3340.6506,709.49994,3328.8564,1.52948,5.82651
102,2021-07-05 06:00:00,203.24,203.94,260.3253,0.0,330.0304,3201.7974,703.3046,3313.8682,2.64677,10.38233
103,2021-07-05 07:00:00,194.32,189.77,242.27083,2.432577,359.74042,2588.9167,707.6261,3312.1392,3.50962,9.4142
104,2021-07-05 08:00:00,188.91,183.66,212.78687,4.3368206,347.6447,2345.7341,701.9321,3334.368,4.80038,7.07724
105,2021-07-05 09:00:00,191.32,189.21,181.57109,3.1160657,325.90652,2492.308,706.2261,3340.1404,6.58369,8.2472
106,2021-07-05 10:00:00,193.31,200.24,152.80789,2.449423,359.62033,2912.4194,700.06366,3294.9937,7.80694,8.54605
107,2021-07-05 11:00:00,193.38,209.58,127.96504,12.670623,411.17014,3413.8093,698.1583,3307.3264,8.31346,7.38137
108,2021-07-05 12:00:00,199.64,219.7,108.74262,48.97621,412.41626,4027.932,696.13666,3336.8643,7.83974,7.37941
109,2021-07-05 13:00:00,210.1,228.34,97.48031,98.125626,395.2961,4578.0635,695.82056,3330.915,7.29616,10.67069
110,2021-07-05 14:00:00,219.2,235.77,85.99851,145.38075,406.62213,5174.529,694.5565,3330.5383,5.87881,14.03099
111,2021-07-05 15:00:00,220.75,235.2,93.32372,175.70505,416.64703,5196.5225,692.97284,3317.2937,6.21811,13.1532
112,2021-07-05 16:00:00,229.36,237.3,108.318565,184.55417,464.73727,5499.178,692.92914,3325.1484,6.05163,11.65415
113,2021-07-05 17:00:00,229.92,242.03,116.38456,189.93443,496.73026,5940.2036,691.8871,3312.6204,6.98577,12.02283
114,2021-07-05 18:00:00,233.72,243.92,124.841286,184.23517,528.9567,6178.008,691.1205,3316.5283,6.6634,13.61073
115,2021-07-05 19:00:00,240.84,246.13,145.16382,176.14043,543.23706,6384.8477,698.6693,3304.8748,6.52943,13.46552
116,2021-07-05 20:00:00,246.07,249.33,162.07063,173.8598,596.5848,6826.102,695.9591,3300.6772,5.9818,13.1373
117,2021-07-05 21:00:00,239.59,248.49,182.36375,149.27686,792.1767,7177.5234,693.1073,3316.3818,5.44821,13.78029
118,2021-07-05 22:00:00,230.26,247.05,209.08052,96.71465,995.95,7336.2266,692.9502,3288.3809,4.89885,14.07615
119,2021-07-05 23:00:00,234.6,249.74,234.71237,56.41557,1003.69354,7658.057,691.1965,3312.6882,5.34445,14.33179
120,2021-07-06 00:00:00,237.33,243.31,203.75276,8.405586,1313.202,7382.4834,702.62756,3284.3337,2.13532,5.23515
121,2021-07-06 01:00:00,246.29,242.87,254.6534,3.908807,1036.607,6935.809,700.70215,3303.4583,2.63181,6.11019
122,2021-07-06 02:00:00,249.09,239.98,300.1096,10.99783,799.96967,6294.7583,703.0576,3291.4236,3.01259,5.48556
123,2021-07-06 03:00:00,239.38,235.2,341.2039,4.3404937,599.5419,5606.8657,699.75934,3290.0957,3.78664,3.4619
124,2021-07-06 04:00:00,227.13,233.88,381.44025,7.704143,475.36905,5393.698,692.3751,3297.768,4.62988,4.05491
125,2021-07-06 05:00:00,224.14,223.11,420.11307,0.0,440.8385,4640.8706,693.2727,3306.3489,5.66075,5.82651
126,2021-07-06 06:00:00,224.57,221.16,455.46686,0.0,480.5412,4600.9233,690.657,3289.2444,6.28683,10.38233
127,2021-07-06 07:00:00,222.54,210.45,488.90085,0.8687939,474.0799,3993.2693,692.2055,3289.887,7.11566,9.4142
128,2021-07-06 08:00:00,225.8,208.8,507.0991,3.5390618,413.2711,3876.987,687.8191,3305.457,8.80526,7.07724
129,2021-07-06 09:00:00,224.12,204.25,514.79816,0.5364632,394.8478,3607.7761,692.22424,3310.8132,10.58545,8.2472
130,2021-07-06 10:00:00,225.77,213.81,526.3333,0.0,445.8583,4164.4497,689.5949,3272.955,11.88252,8.54605
131,2021-07-06 11:00:00,240.61,215.91,542.9359,9.243707,520.5276,4450.48,686.70233,3284.3242,12.84319,7.38137
132,2021-07-06 12:00:00,250.6,220.83,557.8002,39.4556,536.20154,4889.428,686.6615,3309.0173,13.12488,7.37941
133,2021-07-06 13:00:00,256.42,229.82,558.3922,83.51129,491.52768,5524.174,685.4372,3302.2725,12.4195,10.67069
134,2021-07-06 14:00:00,266.88,237.91,548.81104,123.07405,492.25186,6246.388,681.6345,3306.8691,12.49107,14.03099
135,2021-07-06 15:00:00,267.87,241.46,553.87744,153.3271,527.57385,6670.607,680.483,3293.1084,12.94246,13.1532
136,2021-07-06 16:00:00,269.09,245.13,567.4959,164.19742,589.3454,7201.0205,684.98004,3304.4326,13.16002,11.65415
137,2021-07-06 17:00:00,269.86,250.09,569.72076,167.21439,616.82385,7763.963,681.8436,3290.875,14.03445,12.02283
138,2021-07-06 18:00:00,278.53,251.99,578.29816,163.26039,685.60065,8133.4023,683.9468,3296.671,14.66576,13.61073
139,2021-07-06 19:00:00,280.77,251.77,585.1215,155.31424,771.078,8255.956,687.77075,3285.3044,14.1683,13.46552
140,2021-07-06 20:00:00,275.14,253.88,595.5278,152.05269,881.3532,8757.609,684.9323,3280.0852,14.66591,13.1373
141,2021-07-06 21:00:00,271.08,249.81,615.5107,130.35786,1127.8113,8793.541,683.25433,3285.927,15.13803,13.78029
142,2021-07-06 22:00:00,272.93,244.3,631.69745,84.54285,1413.6821,8618.466,682.8413,3268.4443,14.40492,14.07615
143,2021-07-06 23:00:00,272.7,240.54,641.48895,47.712803,1502.0084,8349.625,679.2759,3288.5488,14.57224,14.33179
144,2021-07-07 00:00:00,272.75,274.75,461.41797,4.109614,1020.79315,11118.487,637.3528,3255.0066,106.4131,5.23515
145,2021-07-07 01:00:00,272.75,275.52,505.61636,0.87977666,669.02216,10430.803,636.44366,3273.7856,101.09007,6.11019
146,2021-07-07 02:00:00,271.53,273.0,539.9131,14.58884,499.98947,9703.46,638.9924,3261.7798,88.97975,5.48556
147,2021-07-07 03:00:00,259.0,267.2,561.1279,11.332728,428.61377,8772.575,636.3781,3260.4878,82.29297,3.4619
148,2021-07-07 04:00:00,247.04,263.36,580.9384,4.385864,385.1962,8264.039,630.24225,3268.2393,76.51079,4.05491
149,2021-07-07 05:00:00,238.25,255.05,600.5918,0.0,349.49634,7296.918,633.00946,3276.598,70.90794,5.82651
150,2021-07-07 06:00:00,232.98,252.9,608.8454,0.0,340.54428,7054.3584,631.91595,3259.8503,65.76784,10.38233
151,2021-07-07 07:00:00,229.08,245.9,615.13556,1.7504158,327.47876,6380.1377,632.72675,3260.4312,63.22254,9.4142
152,2021-07-07 08:00:00,226.27,247.13,610.0423,5.871121,284.5304,6436.215,630.3996,3275.8884,65.25726,7.07724
153,2021-07-07 09:00:00,225.81,245.78,586.5535,0.0,291.54053,6254.07,634.3359,3281.1282,68.55831,8.2472
154,2021-07-07 10:00:00,232.09,253.27,559.70776,0.813266,367.30167,6979.3516,634.3979,3243.704,71.92317,8.54605
155,2021-07-07 11:00:00,240.71,256.73,525.9858,17.927914,418.28662,7438.0293,632.02313,3254.9568,75.27454,7.38137
156,2021-07-07 12:00:00,244.78,262.64,488.33908,63.31507,378.1119,8068.2246,633.0027,3279.4492,81.50001,7.37941
157,2021-07-07 13:00:00,254.01,270.13,440.66754,123.37379,330.38947,8905.302,631.4426,3272.8782,86.59568,10.67069
158,2021-07-07 14:00:00,260.54,276.8,380.89377,179.32086,346.75946,9903.892,629.95087,3277.3486,94.28928,14.03099
159,2021-07-07 15:00:00,270.4,281.42,338.7369,208.09036,348.12338,10555.131,629.25024,3263.7263,102.35242,13.1532
160,2021-07-07 16:00:00,278.17,285.42,305.3431,218.5315,403.90057,11388.966,632.0154,3274.9917,109.22728,11.65415
161,2021-07-07 17:00:00,279.26,288.39,264.53345,219.85718,471.80472,12007.753,631.5864,3261.638,114.57401,12.02283
162,2021-07-07 18:00:00,275.11,289.7,230.00232,211.75139,583.4373,12533.469,632.71625,3267.2993,117.13342,13.61073
163,2021-07-07 19:00:00,270.35,288.97,201.79607,204.7318,689.1844,12560.267,637.8506,3256.1323,118.45676,13.46552
164,2021-07-07 20:00:00,271.12,288.25,193.75616,191.27914,829.90967,12817.702,635.09,3250.9553,118.08167,13.1373
165,2021-07-07 21:00:00,272.71,283.99,196.01971,156.55972,1117.8981,12817.001,631.106,3256.8894,115.09566,13.78029
166,2021-07-07 22:00:00,280.21,279.36,201.79192,93.23743,1361.3461,12415.705,632.37213,3239.589,111.53083,14.07615
167,2021-07-07 23:00:00,281.55,278.41,215.25069,47.08269,1273.7927,11952.56,630.30286,3259.4104,107.05059,14.33179
168,2021-07-08 00:00:00,286.22,285.8,144.28378,0.0,1036.8639,11968.5,619.7027,3267.3452,104.62038,288.82307
169,2021-07-08 01:00:00,285.35,284.7,164.57893,1.047545,813.6634,11254.567,618.42694,3286.253,98.05611,232.9153
170,2021-07-08 02:00:00,284.62,282.78,167.37206,6.214646,657.80865,10511.325,621.79803,3274.1929,86.17035,173.68083
171,2021-07-08 03:00:00,274.74,277.81,166.59483,2.7925844,554.2011,9454.321,620.2147,3272.8718,81.34117,118.14923
172,2021-07-08 04:00:00,261.06,273.73,166.72731,12.027448,496.12134,8844.221,614.793,3280.6025,77.73064,62.68206
173,2021-07-08 05:00:00,250.66,266.32,166.25851,0.0,440.9771,7780.2637,617.18274,3289.0955,75.21791,24.4819
174,2021-07-08 06:00:00,244.82,263.43,165.01425,0.0,426.60815,7401.342,618.8192,3272.1804,72.99315,0.0
175,2021-07-08 07:00:00,248.1,256.71,164.09018,2.6579187,407.21417,6651.938,620.4679,3272.8071,72.46504,0.0
176,2021-07-08 08:00:00,243.32,258.33,155.26712,1.8867664,387.43918,6759.1396,619.3736,3288.3977,78.27637,0.0
177,2021-07-08 09:00:00,239.44,256.84,140.28201,2.1987936,378.5648,6534.552,621.9352,3293.7104,84.37486,0.0
178,2021-07-08 10:00:00,240.18,263.39,131.0904,1.0622315,420.37094,7142.517,622.2434,3256.0269,89.91336,21.95878
179,2021-07-08 11:00:00,247.6,266.38,122.38775,12.374488,485.0401,7597.032,624.85223,3267.3801,95.88127,57.95819
180,2021-07-08 12:00:00,251.57,271.12,117.603065,41.34357,506.67398,8282.859,626.10315,3291.9248,104.73895,92.22788
181,2021-07-08 13:00:00,254.66,276.26,110.58991,75.84519,501.932,8959.316,626.11597,3285.2231,110.57807,133.93738
182,2021-07-08 14:00:00,257.06,282.78,101.320015,106.950356,510.3487,9992.736,627.2017,3289.8179,120.42555,171.63212
183,2021-07-08 15:00:00,265.01,286.82,108.92367,129.42065,511.23114,10665.698,632.3715,3276.1572,128.52239,205.15484
184,2021-07-08 16:00:00,266.89,290.15,117.73513,135.03734,559.5132,11525.062,633.1709,3287.4517,135.48726,217.71699
185,2021-07-08 17:00:00,267.94,292.47,119.062935,132.21826,626.59753,12166.423,636.0455,3273.9663,139.97931,228.03347
186,2021-07-08 18:00:00,269.83,292.68,121.49467,128.54579,751.8744,12682.564,639.8636,3279.723,142.65281,222.68735
187,2021-07-08 19:00:00,271.35,290.51,130.4472,118.3237,890.6218,12639.775,647.21326,3268.4753,141.78725,217.741
188,2021-07-08 20:00:00,266.14,289.95,139.38121,104.94261,1005.90686,12921.118,643.39215,3263.3296,141.01179,212.10701
189,2021-07-08 21:00:00,265.22,287.79,150.16725,77.97783,1154.5582,12964.682,642.9334,3269.2424,136.31614,202.12392
190,2021-07-08 22:00:00,261.11,285.24,162.4009,45.30647,1261.0509,12692.218,641.78235,3251.8054,129.8224,191.85908
191,2021-07-08 23:00:00,262.32,283.87,177.9182,13.650911,1201.4033,12289.599,639.9704,3271.8064,123.0128,170.99026
192,2021-07-09 00:00:00,257.15,267.89,414.30814,21.71146,620.04144,9361.204,643.28143,3256.0513,2.12969,5.23515
193,2021-07-09 01:00:00,255.2,263.81,429.04993,12.365193,584.99097,8783.82,641.9617,3274.7805,2.62468,6.11019
194,2021-07-09 02:00:00,249.64,259.31,423.58383,6.1866465,537.34674,8045.772,646.04517,3262.7747,3.00472,5.48556
195,2021-07-09 03:00:00,239.57,252.69,418.27667,2.5396588,453.04446,7116.403,644.2841,3261.4668,3.77761,3.4619
196,2021-07-09 04:00:00,227.69,249.01,410.78293,0.0,383.64734,6617.805,638.5165,3269.2075,4.61925,4.05491
197,2021-07-09 05:00:00,223.2,239.97,404.6186,0.0,361.61755,5782.1997,640.6484,3277.6355,5.65019,5.82651
198,2021-07-09 06:00:00,228.89,235.57,399.45825,0.60995805,415.8593,5485.0015,642.1511,3260.8435,6.27753,10.38233
199,2021-07-09 07:00:00,230.3,226.59,397.28418,1.1171261,462.34332,4909.385,644.5009,3261.4612,7.10644,9.4142
200,2021-07-09 08:00:00,224.08,227.64,384.98822,8.750897,463.86893,5001.7227,642.6861,3276.993,8.79503,7.07724
201,2021-07-09 09:00:00,222.51,226.85,371.40805,7.2781906,413.72025,4837.7314,645.4078,3282.264,10.57522,8.2472
202,2021-07-09 10:00:00,224.73,234.73,362.4211,9.986212,377.33575,5250.96,645.3925,3244.7656,11.8721,8.54605
203,2021-07-09 11:00:00,232.29,238.09,355.05585,1.5249583,424.53262,5571.572,648.0279,3256.0796,12.83161,7.38137
204,2021-07-09 12:00:00,242.34,242.69,353.2293,5.1458125,535.3075,6200.399,649.0728,3280.5195,13.11137,7.37941
205,2021-07-09 13:00:00,249.3,243.71,347.92517,5.9572654,632.14935,6452.457,649.3047,3273.8708,12.40641,10.67069
206,2021-07-09 14:00:00,255.63,250.76,344.2783,13.02145,654.0382,7182.3164,649.92487,3278.4526,12.47417,14.03099
207,2021-07-09 15:00:00,264.85,255.46,351.56363,24.06028,626.08936,7614.369,654.82135,3264.8462,12.92527,13.1532
208,2021-07-09 16:00:00,267.83,260.01,357.87604,30.826002,596.6067,8117.292,656.9177,3276.1343,13.14185,11.65415
209,2021-07-09 17:00:00,267.51,265.53,361.817,24.494835,555.0471,8651.155,658.9119,3262.7144,14.01644,12.02283
210,2021-07-09 18:00:00,268.56,267.42,356.8952,24.542341,578.6379,8947.409,662.7783,3268.4346,14.6453,13.61073
211,2021-07-09 19:00:00,267.21,266.42,364.2757,26.164293,638.20087,8940.948,670.27966,3257.2656,14.14877,13.46552
212,2021-07-09 20:00:00,263.13,268.58,366.19168,27.499126,687.70953,9373.707,666.5354,3252.1396,14.64371,13.1373
213,2021-07-09 21:00:00,259.43,267.94,371.73804,15.228092,758.5653,9462.2,667.09686,3258.0454,15.11326,13.78029
