UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_solar_production_forecast,avg_wind_production_forecast,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_other_production_forecast
2020-01-02 09:00:00,6221,7457,3905,3,0,14949,12,4.33443577596839,283.672652281836,279.46083644406,0,0.214079824003854,26.217094,11012.523,6947.743,10854.343,3889.6284,15.984087,13.317524
2020-01-02 10:00:00,5937,7312,3905,31,0,15331,14,4.71035020225757,282.824065782827,278.549385027265,0,0.410351801067413,0,10954.559,7093.123,11190.21,3894.3962,22.081486,12.866335
2020-01-02 11:00:00,6282,8009,3905,51,0,14952,13,4.71035020225757,282.824065782827,278.549385027265,0,0.410351801067413,15.1088505,11197.676,7266.597,11746.216,3895.0261,34.136433,12.583837
2020-01-02 12:00:00,6361,10211,3905,89,0,14265,12,4.71035020225757,282.824065782827,278.549385027265,0,0.410351801067413,10.841179,11465.802,7494.6626,13151.6,3900.1956,64.61414,13.137889
2020-01-02 13:00:00,6250,12517,3905,116,0,14137,12,5.69604562226668,283.43342205644,277.924587200918,36.5887762092455,0.120456744072907,0,11430.986,7944.1294,14563.003,3884.881,89.81094,13.193413
2020-01-02 14:00:00,6854,13703,3905,116,2,13935,12,5.69604562226668,283.43342205644,277.924587200918,36.5887762092455,0.120456744072907,49.774326,11801.216,8317.719,15614.818,3899.2056,105.19205,13.78076
2020-01-02 15:00:00,7171,14094,3905,116,350,13316,11,5.69604562226668,283.43342205644,277.924587200918,36.5887762092455,0.120456744072907,413.495,12272.557,8645.226,15800.699,3904.1868,107.89968,13.413545
2020-01-02 16:00:00,7599,14824,3903,116,1072,11931,12,6.94283216467865,286.324551886087,276.927952914121,207.8188751076,0.153391797340827,714.3879,12238.404,8878.729,14953.769,3911.1416,113.66944,14.333397
2020-01-02 17:00:00,7858,14852,3905,164,1252,11677,12,6.94283216467865,286.324551886087,276.927952914121,207.8188751076,0.153391797340827,927.9844,12439.762,8937.694,14465.001,3904.4475,104.09757,14.13106
2020-01-02 18:00:00,8123,15160,3905,147,1145,11176,18,6.94283216467865,286.324551886087,276.927952914121,207.8188751076,0.153391797340827,960.18774,12589.086,8804.963,13736.725,3900.2834,82.2311,14.269885
2020-01-02 19:00:00,9281,15442,3905,146,830,9767,19,7.27335493144434,287.439656445525,275.702658561846,519.858367019798,0.01966842739644,974.7822,12559.237,8685.473,13220.072,3889.3975,82.04157,14.711206
2020-01-02 20:00:00,10046,15163,3905,60,702,9228,13,7.27335493144434,287.439656445525,275.702658561846,519.858367019798,0.01966842739644,959.4157,12687.467,8567.592,12368.452,3895.0415,74.164505,14.110513
2020-01-02 21:00:00,8856,14977,3905,52,625,10296,12,7.27335493144434,287.439656445525,275.702658561846,519.858367019798,0.01966842739644,989.3927,12656.179,8444.261,12218.447,3913.869,71.401245,14.018203
2020-01-02 22:00:00,7970,15022,3905,91,554,10824,15,5.21650326612183,284.761469140876,274.980383095718,355.057206318489,0.02840570949853,936.6007,12950.432,8428.426,12197.556,3912.5847,74.73244,14.348268
2020-01-02 23:00:00,9024,16540,3905,91,287,8521,16,5.21650326612183,284.761469140876,274.980383095718,355.057206318489,0.02840570949853,606.5738,12765.748,8454.8545,12324.175,3912.268,76.7783,14.134323
2020-01-03 00:00:00,10965,17652,3905,91,88,6802,18,5.21650326612183,284.761469140876,274.980383095718,355.057206318489,0.02840570949853,347.87756,10134.565,7275.122,18058.666,3915.259,83.506836,13.146194
2020-01-03 01:00:00,11466,18165,3904,93,0,6841,21,4.60220804831254,283.080541168986,274.529149227861,0,0,66.19545,10133.729,7504.119,18185.658,3924.3213,86.74713,12.996078
2020-01-03 02:00:00,10732,17718,3905,94,0,7878,12,4.60220804831254,283.080541168986,274.529149227861,0,0,0,10224.462,7624.283,17851.535,3928.653,80.34046,13.013674
2020-01-03 03:00:00,10084,17534,3904,93,0,8138,14,4.60220804831254,283.080541168986,274.529149227861,0,0,11.430722,10411.733,7457.534,17424.572,3928.221,79.44944,12.370661
2020-01-03 04:00:00,8886,16895,3904,93,0,9030,13,4.41347217337673,281.890565830033,273.76689354007,0,0,0,9982.184,7263.6934,16160.87,3931.5928,68.55815,12.34857
2020-01-03 05:00:00,9102,14512,3905,93,0,9570,22,4.41347217337673,281.890565830033,273.76689354007,0,0,0,10305.733,6925.237,14782.715,3925.8716,49.46887,12.870882
2020-01-03 06:00:00,9205,12346,3905,27,0,9939,18,4.41347217337673,281.890565830033,273.76689354007,0,0,0,10121.562,6746.9507,13122.821,3938.532,40.78331,13.059624
2020-01-03 07:00:00,9142,11212,3905,23,0,9791,15,4.22540124009849,280.880635492423,272.960177488786,0,0,0,9776.633,6381.219,12589.291,3935.615,39.192127,13.506264
2020-01-03 08:00:00,8337,10949,3905,14,0,9849,11,4.22540124009849,280.880635492423,272.960177488786,0,0,61.95308,9330.447,6387.9736,12838.406,3927.7751,19.892853,13.936154
2020-01-03 09:00:00,7303,10429,3905,6,0,11130,11,4.22540124009849,280.880635492423,272.960177488786,0,0,39.302757,9001.783,6218.96,12771.458,3931.4573,17.519924,13.9630785
2020-01-03 10:00:00,6526,10245,3905,34,0,12360,12,3.8174891274466,279.965881175099,272.300156573361,0,0,0,8514.451,6539.672,14726.014,3924.6755,18.660507,13.531594
2020-01-03 11:00:00,6429,10508,3905,55,0,12912,15,3.8174891274466,279.965881175099,272.300156573361,0,0,7.9324236,7820.65,6790.963,16158.113,3933.4763,32.858883,13.298512
2020-01-03 12:00:00,6748,12564,3905,93,0,12335,14,3.8174891274466,279.965881175099,272.300156573361,0,0,0,7218.008,7033.2993,17954.904,3936.8423,61.437595,13.797044
2020-01-03 13:00:00,7183,14007,3905,119,0,12661,15,3.5759277929488,281.750167013787,272.616929360528,48.4394671907269,0,0,6731.4707,7423.455,19523.03,3934.749,95.76182,13.788685
2020-01-03 14:00:00,7116,14665,3905,120,1,13752,15,3.5759277929488,281.750167013787,272.616929360528,48.4394671907269,0,60.322636,5835.659,7669.0835,20507.7,3928.4866,115.560555,14.392444
2020-01-03 15:00:00,7136,14997,3905,119,103,14029,16,3.5759277929488,281.750167013787,272.616929360528,48.4394671907269,0,491.7033,5023.2227,7984.5396,21339.42,3940.1528,121.77201,14.06667
2020-01-03 16:00:00,6843,15181,3905,119,573,13594,14,3.66411404315829,286.616973994157,272.159021427666,256.140559758881,0,916.8313,4498.1406,8092.7812,20220.662,3953.4568,124.1328,15.021988
2020-01-03 17:00:00,6397,14696,3905,169,931,13809,14,3.66411404315829,286.616973994157,272.159021427666,256.140559758881,0,1326.1576,4729.9263,8104.7866,19247.867,3937.8542,110.4542,14.755957
2020-01-03 18:00:00,6002,14289,3905,150,1208,13779,14,3.66411404315829,286.616973994157,272.159021427666,256.140559758881,0,1394.4923,4137.245,7977.3965,19440.42,3959.4421,87.75603,14.96474
2020-01-03 19:00:00,5992,14206,3913,111,1314,13120,16,3.7733056419628,288.708904095605,272.036894140346,588.749769556104,0,1433.0255,3455.842,7823.39,18879.861,3949.7957,91.47152,15.215721
2020-01-03 20:00:00,5952,13875,3931,53,1387,12887,20,3.7733056419628,288.708904095605,272.036894140346,588.749769556104,0,1420.3923,3267.003,7754.6655,17879.523,3947.0823,84.82641,14.757432
2020-01-03 21:00:00,6078,14534,3981,53,1499,11580,17,3.7733056419628,288.708904095605,272.036894140346,588.749769556104,0,1400.8754,3581.9087,7596.0156,18218.65,3956.5286,81.880424,14.549024
2020-01-03 22:00:00,6393,15140,4008,55,1272,10576,15,2.93203756412752,285.319219243426,272.815882052377,397.761685746439,0,1316.1499,3716.8628,7612.434,18669.826,3969.5525,90.82483,14.780262
2020-01-03 23:00:00,6694,15679,4008,93,1167,9817,17,2.93203756412752,285.319219243426,272.815882052377,397.761685746439,0,979.867,3991.7397,7766.709,19275.72,3965.6863,95.99881,14.580562
2020-01-04 00:00:00,8360,17813,4074,94,218,8245,25,2.93203756412752,285.319219243426,272.815882052377,397.761685746439,0,529.9173,7452.61,7030.574,16441.97,5020.235,91.81489,13.128244
2020-01-04 01:00:00,10043,18177,4208,94,0,7703,18,3.46291149989161,284.031834214895,272.568621424424,0,0,275.7823,8310.518,7547.233,17246.13,5045.4653,97.732704,12.849344
2020-01-04 02:00:00,10083,18154,4241,94,0,7661,23,3.46291149989161,284.031834214895,272.568621424424,0,0,7.076246,9200.893,7857.3896,16928.01,5073.4507,92.369774,12.663407
2020-01-04 03:00:00,9608,18295,4327,94,0,7770,17,3.46291149989161,284.031834214895,272.568621424424,0,0,17.095469,10128.506,8000.844,16092.746,5072.481,92.01293,12.166322
2020-01-04 04:00:00,8949,18270,4334,94,0,7992,18,3.91904321295805,283.311877083038,272.738797374768,0,0,85.829575,11082.03,7870.7354,14347.272,5094.725,81.305504,12.027135
2020-01-04 05:00:00,7565,18100,4334,93,0,8531,15,3.91904321295805,283.311877083038,272.738797374768,0,0,40.920116,12234.683,7523.531,12901.66,5088.2983,61.63079,12.491819
2020-01-04 06:00:00,7622,17013,4334,66,0,8400,17,3.91904321295805,283.311877083038,272.738797374768,0,0,20.688335,12815.124,7153.6387,10717.804,5100.705,49.73945,12.747218
2020-01-04 07:00:00,7794,15903,4333,32,0,8389,18,3.96861478639638,282.752134486172,272.867852848601,0,0,43.893288,13099.57,6503.197,10346.544,5118.1104,44.002846,13.161812
2020-01-04 08:00:00,7129,15466,4388,8,0,8980,13,3.96861478639638,282.752134486172,272.867852848601,0,0,71.58183,13666.568,6130.4463,9423.414,5124.4663,26.166212,13.771077
2020-01-04 09:00:00,6633,15476,4488,6,0,9521,13,3.96861478639638,282.752134486172,272.867852848601,0,0,11.061683,13439.014,5833.486,8632.062,5166.539,25.889277,14.081228
2020-01-04 10:00:00,6329,15380,4501,33,0,10076,13,3.68661365961693,282.226708617777,272.907652551619,0,0,0,13192.523,5908.6396,10137.331,5170.412,29.375555,13.719981
2020-01-04 11:00:00,6336,15916,4524,54,0,10221,15,3.68661365961693,282.226708617777,272.907652551619,0,0,0,12669.475,6244.643,10952.122,5169.4023,40.71008,13.803363
2020-01-04 12:00:00,7254,17251,4595,92,0,9471,14,3.68661365961693,282.226708617777,272.907652551619,0,0,0.95743805,12255.198,6782.004,12733.55,5212.1567,66.65081,14.183119
2020-01-04 13:00:00,8424,18567,4708,119,0,8568,13,3.93136933966239,284.215225659839,274.011948911344,48.6482646275406,0,0,11388.3,7520.548,14026.586,5197.054,91.66144,14.326496
2020-01-04 14:00:00,10207,19831,4751,119,4,7221,12,3.93136933966239,284.215225659839,274.011948911344,48.6482646275406,0,43.94177,10647.498,8187.0894,14808.563,5210.136,110.8721,14.798294
2020-01-04 15:00:00,11386,20094,4752,118,473,5650,13,3.93136933966239,284.215225659839,274.011948911344,48.6482646275406,0,385.37036,9948.834,8771.162,15792.825,5212.598,118.74181,14.438293
2020-01-04 16:00:00,11662,20287,4797,119,1605,2829,16,4.85889629281378,289.241814926063,274.404556507552,256.927149996063,0,850.8074,9107.527,9029.23,14936.306,5236.6807,124.389725,15.308173
2020-01-04 17:00:00,11480,20111,4922,166,1821,1397,16,4.85889629281378,289.241814926063,274.404556507552,256.927149996063,0,1305.6838,8210.216,9118.141,14464.726,5233.311,116.46073,14.894837
2020-01-04 18:00:00,11056,19391,4947,148,1791,1310,18,4.85889629281378,289.241814926063,274.404556507552,256.927149996063,0,1340.4585,7552.75,8868.641,14327.704,5219.9966,98.87312,15.306483
2020-01-04 19:00:00,9891,18492,5060,147,1743,2024,15,4.20773279071721,290.603633587144,274.606703905799,592.898640751177,0,1299.3263,6870.7944,8736.772,14019.791,5247.621,97.46429,15.071158
2020-01-04 20:00:00,8657,17266,5072,100,1758,3311,16,4.20773279071721,290.603633587144,274.606703905799,592.898640751177,0,1283.7189,6736.633,8509.441,13115.881,5256.714,89.39946,14.65694
2020-01-04 21:00:00,7721,16616,5075,93,1814,4199,14,4.20773279071721,290.603633587144,274.606703905799,592.898640751177,0,1286.4797,6483.7065,8283.392,13362.763,5232.932,91.13395,14.32176
2020-01-04 22:00:00,6975,16168,5075,93,1810,5025,14,3.17036060334793,286.613496504265,275.540986004662,401.276391694782,0,1138.7692,6691.4565,8088.8345,13340.371,5285.5264,94.93351,14.552986
2020-01-04 23:00:00,6879,16311,5081,93,1404,5414,16,3.17036060334793,286.613496504265,275.540986004662,401.276391694782,0,889.7359,6865.9004,8195.835,13739.779,5285.486,103.13988,14.314645
2020-01-05 00:00:00,8072,16994,5088,92,277,5697,15,3.17036060334793,286.613496504265,275.540986004662,401.276391694782,0,515.0747,5640.1694,7741.714,17080.521,5107.083,82.18631,19.997112
2020-01-05 01:00:00,8286,16976,5092,94,0,7580,14,3.23326386125079,284.95066221027,275.494580967411,0,0,275.7768,5688.5293,7913.4126,17665.43,5106.6606,90.405876,19.090929
2020-01-05 02:00:00,7293,15617,5092,94,0,10396,17,3.23326386125079,284.95066221027,275.494580967411,0,0,0,6208.472,8025.6436,17503.066,5111.2314,88.310974,18.802141
2020-01-05 03:00:00,6769,13934,5091,94,0,12823,13,3.23326386125079,284.95066221027,275.494580967411,0,0,0,6701.5444,7900.114,16617.574,5115.257,87.263176,17.705528
2020-01-05 04:00:00,6376,11668,5092,94,0,15363,14,3.16691544325815,283.750585778392,275.698246551725,0,0,67.159485,6874.023,7626.4624,14964.772,5117.979,79.51793,17.508291
2020-01-05 05:00:00,6191,9101,5091,56,0,17421,16,3.16691544325815,283.750585778392,275.698246551725,0,0,50.84131,7311.718,7245.394,13371.123,5116.8696,59.502117,17.667648
2020-01-05 06:00:00,5942,7687,5092,27,0,18174,14,3.16691544325815,283.750585778392,275.698246551725,0,0,18.170313,7870.4067,6871.6836,11216.582,5111.833,46.318707,17.542427
2020-01-05 07:00:00,5253,7106,5092,32,0,18460,13,3.01083068301856,282.844446535492,275.757235084188,0,0,32.67917,7777.5015,6219.633,10868.486,5133.555,38.50635,17.928701
2020-01-05 08:00:00,4915,6735,5092,8,0,18587,14,3.01083068301856,282.844446535492,275.757235084188,0,0,59.324726,7708.087,5907.061,10264.311,5111.4707,21.465805,18.172464
2020-01-05 09:00:00,4870,6870,5092,8,0,18365,14,3.01083068301856,282.844446535492,275.757235084188,0,0,17.107546,7553.2583,5738.86,9669.781,5129.12,18.092525,18.721008
2020-01-05 10:00:00,5056,7586,5092,8,0,17647,12,2.90391267756212,282.180450700414,275.625514268216,0,0,0,7474.4375,5923.204,11126.055,5108.8936,23.141642,18.310432
2020-01-05 11:00:00,5617,8194,5092,8,0,16926,13,2.90391267756212,282.180450700414,275.625514268216,0,0,0,7215.136,6344.463,12070.484,5114.3833,31.838354,18.576296
2020-01-05 12:00:00,6155,9334,5093,10,0,16193,17,2.90391267756212,282.180450700414,275.625514268216,0,0,8.52589,7109.6255,6923.8755,13973.124,5114.611,56.784225,18.828743
2020-01-05 13:00:00,6962,11127,5092,74,0,14788,16,3.29609407386912,284.305645699221,276.387752602534,44.0533257205412,0,0,7006.2236,7485.7314,15109.615,5113.892,77.100296,18.605518
2020-01-05 14:00:00,8330,12185,5093,102,3,13610,16,3.29609407386912,284.305645699221,276.387752602534,44.0533257205412,0,13.468313,6998.4536,7965.2646,16049.014,5122.5366,97.94443,19.152714
2020-01-05 15:00:00,8650,13058,5097,122,490,12023,26,3.29609407386912,284.305645699221,276.387752602534,44.0533257205412,0,320.96313,7167.518,8318.054,16614.057,5113.565,111.31353,19.190283
2020-01-05 16:00:00,8018,13567,5101,122,1642,10092,23,4.40414610418874,289.242054994365,275.796885908069,239.987746270349,0,778.47577,7342.691,8305.5,15535.688,5118.4917,123.56734,19.514557
2020-01-05 17:00:00,6423,11804,5104,169,1801,11793,15,4.40414610418874,289.242054994365,275.796885908069,239.987746270349,0,1215.414,7496.542,8306.055,14872.571,5116.9473,118.362404,19.365908
2020-01-05 18:00:00,5464,10264,5106,152,1474,13665,19,4.40414610418874,289.242054994365,275.796885908069,239.987746270349,0,1243.972,7538.8564,8025.83,14348.544,5123.6094,101.69887,19.456213
2020-01-05 19:00:00,5461,11339,5110,138,1743,11610,19,5.07657249232296,290.767693146977,275.063680361192,564.235966217806,0,1216.9374,7606.468,7981.176,13783.864,5123.831,95.25458,18.952702
2020-01-05 20:00:00,6010,13396,5111,94,1756,8365,27,5.07657249232296,290.767693146977,275.063680361192,564.235966217806,0,1191.229,8038.669,8081.625,12876.638,5125.787,83.76938,18.83987
2020-01-05 21:00:00,6938,14290,5113,94,1807,6113,26,5.07657249232296,290.767693146977,275.063680361192,564.235966217806,0,1206.3087,8298.382,8032.04,13226.324,5113.572,86.46725,18.20522
2020-01-05 22:00:00,7369,14968,5113,94,1790,4936,24,3.63812239115621,286.890233057767,275.081505741637,379.655273627012,0,1062.0197,8798.861,8000.976,13128.881,5127.6567,86.26851,18.231178
2020-01-05 23:00:00,7768,15740,5114,94,1390,4647,20,3.63812239115621,286.890233057767,275.081505741637,379.655273627012,0,806.6028,8994.75,8204.991,13536.421,5122.725,94.28011,17.796913
2020-01-06 00:00:00,9116,17027,5114,94,278,4357,18,3.63812239115621,286.890233057767,275.081505741637,379.655273627012,0,275.70987,13952.256,5838.9478,16179.791,5114.4585,53.213253,12.585602
2020-01-06 01:00:00,10581,17417,5114,95,0,4805,15,3.57003745760775,285.126705100456,274.358927380671,0,0,36.095284,13650.136,6127.776,16755.3,5102.4883,66.31349,12.465247
2020-01-06 02:00:00,9494,17337,5114,94,0,6027,14,3.57003745760775,285.126705100456,274.358927380671,0,0,0,13521.9375,6538.869,16788.55,5109.11,61.7962,12.4620495
2020-01-06 03:00:00,7977,17057,5113,94,0,7493,14,3.57003745760775,285.126705100456,274.358927380671,0,0,7.053135,13318.255,6451.3237,16530.986,5116.1523,65.649376,11.863119
2020-01-06 04:00:00,7036,16188,5114,95,0,8593,17,3.47171470358776,283.564546220803,273.238400789542,0,0.003799464028736,0,12935.699,6350.609,15229.996,5118.8555,57.637325,11.870541
2020-01-06 05:00:00,6492,15426,5113,94,0,8640,14,3.47171470358776,283.564546220803,273.238400789542,0,0.003799464028736,0,12802.958,6119.941,13899.964,5126.416,44.053524,12.410798
2020-01-06 06:00:00,6231,14481,5114,67,0,8253,12,3.47171470358776,283.564546220803,273.238400789542,0,0.003799464028736,0,12600.562,5834.398,12024.024,5116.3916,38.85664,12.619543
2020-01-06 07:00:00,5817,14099,5113,34,0,8206,12,3.65936606645086,282.015100539626,271.904877952096,0,0,0,12090.554,5340.0767,11675.47,5145.171,30.206007,13.075353
2020-01-06 08:00:00,5675,13868,5113,9,0,8278,13,3.65936606645086,282.015100539626,271.904877952096,0,0,43.128937,11974.975,5164.4956,11134.41,5118.5493,8.67296,13.581844
2020-01-06 09:00:00,5688,13987,5114,8,0,8292,14,3.65936606645086,282.015100539626,271.904877952096,0,0,27.264381,11512.217,5076.2974,10733.535,5135.2075,14.179293,13.584286
2020-01-06 10:00:00,5911,14660,5114,10,0,8053,14,3.87437802759361,280.670282329545,270.790950577482,0,0.00341552059605,0,11082.718,5548.993,12162.937,5109.5767,14.148519,13.153865
2020-01-06 11:00:00,6270,16022,5114,48,0,7696,13,3.87437802759361,280.670282329545,270.790950577482,0,0.00341552059605,15.909388,10749.124,6074.358,13107.361,5114.659,22.208652,12.934093
2020-01-06 12:00:00,7159,18593,5115,48,0,7025,18,3.87437802759361,280.670282329545,270.790950577482,0,0.00341552059605,0,10603.104,6666.398,14947.72,5111.9717,42.783432,13.44373
2020-01-06 13:00:00,9923,21020,5115,74,0,5679,16,4.33945276674352,282.21391359979,270.824951784303,43.4221072406496,0.012819229296406,0,10215.953,7156.463,16225.996,5120.416,66.808266,13.502482
2020-01-06 14:00:00,10993,21729,5115,75,3,5858,15,4.33945276674352,282.21391359979,270.824951784303,43.4221072406496,0.012819229296406,157.3259,9960.466,7585.8,17218.055,5136.21,79.108505,14.077873
2020-01-06 15:00:00,10596,21191,5115,75,308,5993,12,4.33945276674352,282.21391359979,270.824951784303,43.4221072406496,0.012819229296406,670.0762,9956.897,8067.934,18022.408,5115.691,80.54122,13.714474
2020-01-06 16:00:00,9998,20677,5115,88,955,5062,17,5.11190490597106,287.193472325842,269.798743982825,245.711248255899,0.051031604536632,1037.2631,9483.508,8129.1167,16976.637,5118.223,86.84461,14.641482
2020-01-06 17:00:00,8147,19930,5115,122,1525,5976,15,5.11190490597106,287.193472325842,269.798743982825,245.711248255899,0.051031604536632,1329.6882,8836.471,8229.453,16070.459,5128.801,83.56309,14.384517
